TurnNumber	PreviousTurnIntent	query	intent	PreviousTurnDomain	TaskFrameStatus	TaskFrameEntityStates	TaskFrameGUID	SpeechPeopleDisambiguationGrammarMatches	ConversationalContext
0		jpg neetz fyffe open	file_search	
0		spec noziuoere giurcanu ortino shigashiyama open	file_search	
0		image mieszkowic sarkic scenati zacny edited	file_search	
0		PDF dosseh namera gisges elseth rated	file_search	
0		Doc parnela freeson working	file_search	
0		mpp botterweck morning	file_search	
0		vst tikhonkikh weistrop shared	file_search	
0		OneNote passow elpidy fralon added	file_search	
0		ppt semberova charitos vereza mukum worked	file_search	
0		csv okurume esterik cintl walked	file_search	
0		vsdm giurcanu almásy iwazaki moosburgger editing	file_search	
0		csv estilan chanawani dajaman shared	file_search	
0		docs cailliot taviv gilitzer zacny working	file_search	
0		xls charyyarov working	file_search	
0		vstx omandia ntombekhaya working	file_search	
0		slide iwazaki mentula estrem levith worked	file_search	
0		PDF yastremiz opened	file_search	
0		worksheet tikhonkikh ahrenfeldt up	file_search	
0		worksheet namera composed	file_search	
0		spec gaidukovich degai kift tširkova-lozovaja modified	file_search	
0		image mallemann triviere giurcanu creating	file_search	
0		vstx melera bajpayee tarish composed	file_search	
0		xlsx sirkhayev furkat elseth stetkova up	file_search	
0		msg allyot kakalios mutuswamy created	file_search	
0		png oshodagan uploaded	file_search	
0		excel wavell degai uploaded	file_search	
0		mpt mukum decembrino veneracion prabhunath created	file_search	
0		vsdx zeletin downloaded	file_search	
0		pptx kabki kift updated	file_search	
0		slide digbeu uploaded	file_search	
0		spreadsheet estrem kotab updated	file_search	
0		pdf losemann composed	file_search	
0		vsdx vereza mukum opened	file_search	
0		vstx zacny writing	file_search	
0		tsv sarki elseth working	file_search	
0		slides semberova called	file_search	
0		ics si-chi ahrenfeldt schellenberge clusserath working	file_search	
0		doc sueishi furkat yavmetdinov created	file_search	
0		vss bitokotipou created	file_search	
0		decks zuccaretti created	file_search	
0		onenote yastremiz abluch composed	file_search	
0		msg zeletin si-chi composing	file_search	
0		powerpoints mykura open	file_search	
0		Doc mentula created	file_search	
0		presentation clusserath palsberg opened	file_search	
0		worksheet labouille updated	file_search	
0		Doc kuwazuka dougan schampel edited	file_search	
0		xlsx bastelaere tsevtkov up	file_search	
0		presentations tikhonkikh malkit omandia composed	file_search	
0		notebooks cailliot zzivojica blastik oshodagan modified	file_search	
0		gif tynni using	file_search	
0		pdfs mentula deout daimler shared	file_search	
0		slide vicariot namera saved	file_search	
0		docs haritani safirstein bastelaere uploaded	file_search	
0		vsd elpidy mockerman karahoda semberova edited	file_search	
0		note ofsthun mukum composed	file_search	
0		doc degai lomago kotab up	file_search	
0		vstm sarkic opened	file_search	
0		word sarkic esterik vicariot writing	file_search	
0		mpt lhorfelin made	file_search	
0		notebook snobeck lomago updated	file_search	
0		excels bastelaere elseth moosburgger mykura changed	file_search	
0		powerpoint esterik gniewiewski bouthoul creating	file_search	
0		docs okurume rated	file_search	
