0		view localstorage	file_open
0		Help me find the excel spreadsheet I started creating on Sunday	file_search
0		contas.xls	file_search
0		images (1).jpg	file_search
0		Locate all the OneNote files from January through April	file_search
0		locate from April and June of all my spreadsheets	file_search
0		show zoo pictures	file_search
0		bring up my photos	file_navigate
0		Locate homework document	file_search
0		notes regarding tasks	file_search
0		listen.pls	file_search
0		devmgmt.msc	file_search
0		search for The version of MeetingDeck.pptx that I last modified	file_search
0		Search for file work3	file_search
0		readme.doc	file_search
0		show my photos from April 2015	file_search
0		downloads file	file_search
0		.bin files	file_search
0		show me the Serenity photos from May 3rd	file_search
0		the latest grocery note	file_search
0		look for my cv	file_search
0		c#HASH# file copy	file_search
0		make a note in groceries	file_search
0		ldp.exe	file_search
0		show my photos from April 2015	file_search
0		search docs	file_search
0		powerpoint vba	file_search
0		Where is my music?	file_search
0		find lockside works files	file_search
0		Find all of the documents I worked on in the last 4 weeks	file_search
0		edited documents from yesterday	file_search
0		Find my screenshots	file_search
0		xlsx	file_search
0		fr.txt	file_search
0		Find Theory Slides from school document files	file_search
0		bring up my songs	file_navigate
0		search all files starting with	file_search
0		show my photos from April 2015	file_search
0		Show my photos from April 2015	file_search
0		Hey, Get my Marketing powerpoint presentation	file_search
0		Search out the Sears receipt on onedrive.	file_search
0		show me all the docu	file_search
0		What's on my Costco list?	file_search
0		calculator.exe	file_search
0		find my microsoft word document i was working on from last may	file_search
0		hey cortana show me files about phd	file_search
0		My pictures	file_search
0		show my photos from April 2015	file_search
0		can i see the last picture i took today	file_navigate
0		Where is my homework slide	file_search
0		powerpoint on how to snowboard	file_search
0		show me my holidays lists	file_search
0		whoopie funk blaster dot mp three	file_search
0		find my photos	file_search
0		Show me the weekend errand list.	file_search
0		where's my swinton documents in g drive	file_search
0		where is my fm radio app	file_search
0		search a file	file_search
0		c:\programfiles\wondershare\tor	file_search
0		lol.admin.launcher.exe	file_search
0		show my photos from April 2015	file_search
0		look for presentation	file_search
0		where is my pdf reader	file_search
0		do i have any music to listen to?	file_search
0		Find my birthday reminders notes	file_search
0		find documents I created yesterday	file_search
0		search files for powerpoint	file_search
0		find my workout playlist	file_search
0		tell me to my game.	file_search
0		I want to view my timer note.	file_open
0		find documents I created yesterday	file_search
0		Modify notes	file_search
0		Let me see the project list.	file_navigate
0		view presentation marked 4A	file_open
0		my watchlist	file_search
0		budget report by joe	file_search
0		where is my agent tap app	file_search
0		show me my photos	file_search
0		I want to see the document on office from onedrive	file_navigate
0		Use to to show me my pictures from the 2015	file_search
0		hello find documents	file_search
0		winfix.exe	file_search
0		ccmsetup.exe	file_search
0		find file sp four five one seven seven	file_search
0		SEarch for notes about grocery shopping.	file_search
0		show my photos from April 2015	file_search
0		yesterday files	file_search
0		breakfast ideas	file_search
0		catandra find me photographs	file_search
0		Show me my spreadsheets since July 14th.	file_search
0		show me notes	file_search
0		my notes my notes motherfucker	file_search
0		Fix Pam note.	file_search
0		show me my notepad	file_search
0		windows documen	file_search
0		martin's visio doc	file_search
0		show me personal notes	file_search
0		find documents I created yesterday	file_search
0		look for documents about my Italian vocation created after July 2006	file_search
0		where are my notes	file_search
0		need notes about wedding gig	file_search
0		View Knoxville Fair photos	file_open
0		can i see my tax list	file_navigate
0		find a presentation i reviewed with peter	file_search
0		hey cortana show my photos	file_search
0		open blank document in microsoft word	file_open
0		show me graduate file on onedrive	file_search
0		Show me all documents made in the last 2 months	file_search
0		Cortana, located the English notes I saved after November 20th.	file_search
0		show me the updates notes	file_search
0		cortana where is my windows journal	file_search
0		show recent downloads	file_search
0		find management onenote	file_search
0		List notes	file_search
0		hey cortana find me my picture	file_search
0		where is my photos	file_search
0		netplwiz.exe	file_search
0		find me photos taken in the last hour	file_search
0		Can you get documents I just uploaded?	file_search
0		can i have a photo of my volvo	file_search
0		Search for Work Report 2014	file_search
0		show me the last document i modified	file_search
0		can you find my restaurant note	file_search
0		show my photos from April 2015	file_search
0		list high school photos dated june 6	file_search
0		pull up photos from anniversary	file_navigate
0		search wilson document	file_search
0		show me all world documents	file_search
0		Show me the powerpoint for the gameday	file_search
0		Show my photo	file_search
0		list shopping notes	file_search
0		hey cortana search powerpoint preview	file_search
0		how do i find task manager in windows ten	file_search
0		photos from me	file_search
0		Pull up budget slides 2014.	file_navigate
0		windows support contact file	file_search
0		find powerpoint from last week	file_search
0		View photos I downloaded on xx/xx/xxx.	file_open
0		where is my old outlook	file_search
0		find all visio diagrams from between January 22nd and august 25th, cortana	file_search
0		let me see note with mayo	file_navigate
0		show my photos from April 2015	file_search
0		find documents	file_search
0		personal files	file_search
0		hey cortana find me my images	file_search
0		can you locate the marketing power point for me?	file_search
0		where did you save my note	file_download
0		Show my photos from April 2015	file_search
0		i want to search my notes from last week	file_search
0		Show me my party note.	file_search
0		show me the doc i created on tuesday.	file_search
0		contana find my December lv pictures	file_search
0		git rm dash dash cached file name	file_search
0		show me kerrys newest presentation	file_search
0		hey cortana pull up my recent excel file	file_navigate
0		where can i find the music	file_search
0		locate tally sheet in excell prestented by deb	file_search
0		Cortana, locate my file named February Savings from last Monday.	file_search
0		show me my powerpoint	file_search
0		did you help me type in my document please	file_search
0		i need to see the notes about the article for mother s day	file_navigate
0		show all the notes	file_search
0		SEarch for notes about grocery shopping.	file_search
0		hey cortana search files	file_search
0		look for my excel spreadsheets from May to June	file_search
0		hey cortanna where are my files and downloads recorded	file_search
0		hey cortana search file for casey	file_search
0		Photos I took in paris	file_search
0		find my weekly to-do note	file_search
0		search my images in the last year	file_search
0		Notes on restaurant	file_search
0		my bookmarks	file_search
0		gumede centre file the full file	file_search
0		the file i just downloaded twenty three and me	file_search
0		look for xcom spreadsheet	file_search
0		show me my internet downloads	file_search
0		go to my word document	file_navigate
0		find excel spreadsheets that i've worked on this past month	file_search
0		find pictures of my flight.	file_search
0		i want to see the note named music	file_navigate
0		I am looking for my homework document.	file_search
0		find list: sewing projects	file_search
0		Uryu up doc.	file_search
0		search my pictures for justin and ashley	file_search
0		show system files	file_search
0		Documents for	file_search
0		show me my notes	file_search
0		cortana please find excel file	file_search
0		d:\users\elliot chester\documents\ts3_clientui-win64-1407159763-2015-01-24 14_03_47.141875.dmp	file_search
0		show me my shopping list	file_search
0		find document kindle	file_search
0		photo files	file_search
0		Search my documents	file_search
0		search my stuff	file_search
0		My documents happy blitz protocol	file_search
0		Cortana, please find the documents about my vacation to Barcelona created after August 2009.	file_search
0		show my photos from April 2015	file_search
0		Help me finsd all cover letters sent July, 8 2014 to July 15 2014	file_search
0		locate all the OneNote documents from June to August.	file_search
0		bring up reminder list	file_navigate
0		Search documnet Mine5	file_search
0		show junefees.exc	file_search
0		ensure that my birthday party is on my notes.	file_search
0		search for congress is a broken branch of government in documents	file_search
0		excel spreadsheet tutorial	file_search
0		documents please	file_search
0		what are my documents	file_navigate
0		Find previous note about a restaurant.	file_search
0		find my photos	file_search
0		show my photos from April 2015	file_search
0		Find John's august sales figures	file_search
0		show my photos from April 2015	file_search
0		show my photos from April 2015	file_search
0		find my c v	file_search
